Week,Google_Search,Google_Display,Meta,Instagram,YouTube,TV,Radio,Influencer,Affiliate,Email,Discount,Price,Temperature,Competitor_Spend,Holiday,Sales,Revenue,Orders,Google_Search_zscore,Google_Display_zscore,Meta_zscore,Instagram_zscore,YouTube_zscore,TV_zscore,Radio_zscore,Influencer_zscore,Affiliate_zscore,Email_zscore,IsolationForest_Outlier,Google_Search_Adstock,Google_Display_Adstock,Meta_Adstock,Instagram_Adstock,YouTube_Adstock,TV_Adstock,Radio_Adstock,Influencer_Adstock,Affiliate_Adstock,Email_Adstock,Google_Search_Weibull
2021-11-29,161699.0,136381.0,122795.0,135359.0,40103.0,31046.0,73947.0,94131.0,83646.0,89252.0,15.0,959.737560356484,23.455482026150754,182212.0,0.0,3747568.0,3747568.0,3904.0,1.0229483630852212,0.5372732474045637,0.2554181600885759,0.4656886552365863,-1.3766463706420675,-1.5320023767133777,-0.7878644297613873,-0.3633343454266168,-0.4804943860729629,-0.4918868384225883,1,279261.94754419255,353587.24627018196,308704.9059569872,330661.0656474293,214433.799592667,215909.7464181009,266415.56529518845,285597.0101176237,299718.72697346844,245175.19063810876,76800.07803385043
2021-12-06,28792.0,67333.0,162202.0,95697.0,84772.0,136021.0,173606.0,198980.0,23654.0,90017.0,10.0,991.0297936496972,24.282214623649853,205914.0,0.0,3699123.0,3699123.0,3732.0,-1.625427802506492,-0.7859576424603313,0.9658645883348578,-0.3267097934813832,-0.5169542072682972,0.4938773042030825,1.1556988499766006,1.6212826761911368,-1.6171253941319306,-0.4769152933687944,1,196349.1685265155,279485.34776210913,347424.9435741923,294093.6393884576,213432.2797556002,265566.84785086056,333455.339177113,370338.20607057423,203485.23618408106,237122.11438286526,79820.12099554781
2021-12-13,194073.0,154508.0,107508.0,48732.0,146108.0,179841.0,68874.0,45963.0,38743.0,83037.0,0.0,976.2329300508017,25.163160903659712,76421.0,0.0,3838132.0,3838132.0,3931.0,1.6680500506176017,0.8846577674570049,-0.0201824831626461,-1.2650132865992147,0.6635082730355729,1.3395457740078864,-0.8867987610120601,-1.2750743972848506,-1.3312435218722665,-0.6135184103302075,1,311882.5011159093,322199.20865726547,315962.9661445154,225188.18363307454,274167.36785336013,339181.10871051636,268947.2035062678,268165.92364234454,160834.14171044863,225310.26862971915,90629.65653695894
2021-12-20,174969.0,96213.0,138324.0,141465.0,34382.0,174222.0,69708.0,121757.0,68368.0,109818.0,10.0,986.5608196170822,26.085474685699538,51708.0,0.0,4330801.0,4330801.0,4389.0,1.2873735003421152,-0.2325034062869711,0.5353816839355197,0.5876790976719632,-1.486751787523156,1.2311064510541394,-0.8705339803570117,0.1595798439238973,-0.7699571234566959,-0.0893969095646484,1,362098.5006695456,289532.52519435924,327901.7796867092,276577.9101798447,198882.4207120161,377730.6652263098,231076.32210376067,282656.5541854067,164868.48502626916,245004.1611778315,105474.8015313602
2021-12-27,88148.0,156967.0,80566.0,162386.0,104291.0,24853.0,94553.0,190515.0,157513.0,26548.0,20.0,1017.3091439652072,27.03570655795741,184702.0,0.0,3739927.0,3739927.0,3676.0,-0.4426683113972071,0.9317818660286908,-0.5059045038648393,1.005655194329435,-0.1412947714874957,-1.6515191460767082,-0.3860034343442048,1.4610543183813889,0.919017593395829,-1.719044696008325,1,305407.10040172737,330686.51511661557,277307.06781202555,328332.7461079068,223620.45242720965,251491.39913578588,233198.7932622564,360108.932511244,256434.09101576149,173550.4967066989,115032.07642657065
2022-01-03,144243.0,170810.0,47192.0,175026.0,121195.0,140900.0,88344.0,119259.0,139735.0,136981.0,15.0,976.2253451061516,28.0,200667.0,0.0,3765986.0,3765986.0,3857.0,0.675110744701171,1.197068119191704,-1.107585400565715,1.258186997864182,0.1840368081240964,0.5880355986845439,-0.507092191043481,0.1122968624934483,0.5821889152175331,0.4422005784042429,1,327487.2602410364,369221.9090699693,213576.24068721532,372025.64766474406,255367.27145632578,291794.8394814715,228263.27595735382,335324.3595067464,293595.4546094569,241111.29802401934,122838.30542726301
2022-01-10,140174.0,50746.0,21062.0,77108.0,154828.0,172864.0,69138.0,59063.0,175683.0,174249.0,5.0,992.3070434771054,28.96429344204257,126021.0,0.0,3535761.0,3535761.0,3563.0,0.5940296683260163,-1.1038297136309518,-1.578668334310363,-0.698095370689248,0.8313319463799342,1.204898833938783,-0.8816501973514692,-1.0271132056359789,1.2632732510907123,1.171559455613117,1,336666.35614462185,272279.1454419816,149207.7444123292,300323.3885988464,308048.36287379544,347940.90368888294,206095.9655744123,260257.61570404784,351840.27276567416,318915.7788144116,128487.655960112
2022-01-17,174555.0,69377.0,104076.0,131195.0,40609.0,79129.0,67638.0,134225.0,139891.0,44022.0,20.0,979.8741899239368,29.914525314300462,209380.0,0.0,3830294.0,3830294.0,3908.0,1.2791239142965725,-0.7467865739444605,-0.0820560625201521,0.3824970072999814,-1.3669079785879108,-0.6040636036959339,-0.910903399968463,0.3955783277008542,0.5851445499231138,-1.377067208073693,1,376554.81368677306,232744.48726518897,193600.64664739752,311389.0331593078,225438.01772427725,287893.54221332975,191295.57934464735,290379.5694224287,350995.1636594045,235371.46728864696,135022.8937864135
2022-01-24,144358.0,199476.0,109780.0,123081.0,167550.0,134130.0,98249.0,136400.0,127971.0,126297.0,15.0,1057.759866622982,30.836839096340285,94789.0,0.0,4090846.0,4090846.0,3867.0,0.6774022963804885,1.7464212748061618,0.0207781148269382,0.220389170758768,1.0761774477889898,0.4573834868502554,-0.3139235430959322,0.4367474568486631,0.3593037442146378,0.2331077844764869,1,370290.8882120638,339122.69235911337,225940.3879884385,309914.4198955847,302812.81063456635,306866.12532799784,213026.3476067884,310627.7416534572,338568.0981956427,267519.8803731882,140022.9608193406
2022-01-31,68555.0,74045.0,172617.0,56668.0,190738.0,183059.0,125865.0,100818.0,32149.0,156614.0,10.0,1013.7044959285556,31.717785376350143,236762.0,0.0,3855673.0,3855673.0,3803.0,-0.8330889379438784,-0.6573293587624229,1.1536307098408092,-1.10646167324069,1.522449848879477,1.401648949175204,0.224647419218001,-0.2367605676742499,-1.4561759273120056,0.8264310934906931,1,290729.53292723827,277518.615415468,308181.2327930631,242616.6519373508,372425.6863807398,367178.6751967987,253680.80856407303,287194.64499207435,235289.8589173856,317125.9282239129,137600.5231617255
2022-02-07,37159.0,117888.0,41689.0,43061.0,95683.0,166922.0,22719.0,24703.0,120102.0,80428.0,20.0,1008.8027853186688,32.54451797384925,76086.0,0.0,3626221.0,3626221.0,3594.0,-1.4587024729338895,0.1828747297607289,-1.2067958630378466,-1.378312958897122,-0.3069629114127551,1.0902260350437545,-1.7869198055369584,-1.6774908044951573,0.2102147089696715,-0.6645782286901396,1,211596.71975634297,284399.1692492808,226597.73967583786,188630.99116241047,319138.4118284439,387229.2051180792,174927.48513844382,197019.7869952446,261275.91535043134,270703.5569343477,126762.8657594436
2022-02-14,130510.0,190862.0,31174.0,99252.0,144714.0,163184.0,173962.0,92099.0,79189.0,173812.0,15.0,1027.336740184937,33.30498126592636,66859.0,0.0,3866842.0,3866842.0,3763.0,0.4014596211179813,1.5813432003464207,-1.3963648277651706,-0.2556852237372355,0.636679580301394,1.0180875425715874,1.162641610064367,-0.4017967226350525,-0.5649383853215096,1.1630070828176815,1,257468.03185380576,361501.5015495685,167132.6438055027,212430.59469744627,336197.0470970663,395521.5230708475,278918.49108306627,210310.87219714676,235954.5492102588,336234.13416060864,117721.34230390847
2022-02-21,126530.0,127455.0,108461.0,59749.0,150330.0,141789.0,187581.0,176921.0,172747.0,79353.0,0.0,976.2346169290046,33.988085985368805,57684.0,0.0,3564158.0,3564158.0,3650.0,0.3221520064772549,0.3662160274570771,-0.0030013872629657,-1.0449070461290957,0.7447641846020745,0.6051921315384113,1.4282411876915926,1.203742529123773,1.2076466902215777,-0.6856166743539676,1,281010.8191122834,344355.9009297411,208740.58628330164,187207.35681846776,352048.2282582398,379101.91384250845,354932.0946498398,303107.52331828803,314319.7295261553,281093.48049636517,112087.41342309538
2022-02-28,100077.0,156672.0,146174.0,150560.0,91315.0,175130.0,62534.0,182932.0,91031.0,133132.0,0.0,1034.3702889999936,34.58387092714925,141088.0,0.0,3626529.0,3626529.0,3506.0,-0.2049646593747888,0.9261285073143162,0.676904876813265,0.7693861192818149,-0.3910287147577289,1.2486296589633763,-1.010442297406554,1.3175207522536485,-0.340575396965824,0.3668731576041744,1,268683.49146737007,363285.5405578447,271418.351769981,262884.41409108066,302543.93695494387,402591.14830550505,275493.25678990385,364796.5139909728,279622.83771569317,301788.08829781914,108289.60591767938
2022-03-07,55920.0,113179.0,123033.0,124680.0,97834.0,196492.0,112241.0,51585.0,62668.0,36052.0,5.0,1013.8471098333096,35.08364820522568,182279.0,0.0,3694117.0,3694117.0,3643.0,-1.0848607246236717,0.0926317935370325,0.2597089269554426,0.2523352430571905,-0.2655651222655394,1.6608882133214369,-0.0410496690846143,-1.16865929656348,-0.8779514684682993,-1.533045265692957,1,217130.09488042202,331150.32433470676,285884.01106198854,282410.6484546484,279360.36217296636,438046.688983303,277536.95407394227,270462.9083945836,230441.7026294159,217124.8529786915,102610.62296074524
2022-03-14,39457.0,191836.0,29348.0,167979.0,146205.0,58890.0,169859.0,173087.0,164745.0,120689.0,15.0,937.5643638898374,35.48012994148332,96099.0,0.0,3443352.0,3443352.0,3672.0,-1.412911292420224,1.60000886606778,-1.4292847449874333,1.1173965216371753,0.6653751189431879,-0.994649732412945,1.0826243498393502,1.1311712918121872,1.0560377869263406,0.1233555953762571,1,169735.0569282532,390526.19460082403,200878.4066371931,337425.389072789,313821.2173037798,321718.0133899818,336381.17244436534,335364.74503675016,303010.0215776495,250963.9117872149,93929.41914159746
2022-03-21,98953.0,65714.0,174786.0,169849.0,34153.0,86017.0,146209.0,63585.0,108204.0,198148.0,0.0,942.8787666759694,35.767534539408416,248568.0,0.0,3568503.0,3568503.0,3784.0,-0.2273620862230743,-0.8169840416419334,1.1927343793123797,1.1547568438373317,-1.4911590835318551,-0.4711342467809296,0.6213988552447485,-0.941519273679017,-0.0152092764598123,1.639278351352488,1,200794.03415695194,300029.7167604944,295313.04398231587,372304.23344367335,222445.73038226788,279047.80803398904,348037.7034666192,264803.84702205006,290010.01294658973,348726.3470723289,87863.64375697421
2022-03-28,72995.0,122946.0,58102.0,71745.0,96325.0,198376.0,199917.0,46958.0,174741.0,151743.0,10.0,977.1081178886374,35.94167099278443,116093.0,0.0,3657867.0,3657867.0,3743.0,-0.7446151165858821,0.2798058768024483,-0.9108952051139696,-0.8052415781541885,-0.2946070859211175,1.697246939864391,1.6688195260137493,-1.2562407037206806,1.245425764599321,0.7311024713246411,1,193471.42049417115,302963.83005629666,235289.82638938952,295127.54006620403,229792.43822936073,365804.68482039345,408739.6220799715,205840.30821323002,348747.0077679538,360978.80824339733,82884.17800531529
2022-04-04,191829.0,129616.0,94460.0,128464.0,164071.0,183993.0,112124.0,46017.0,185140.0,20163.0,15.0,947.1597401653931,36.0,210761.0,0.0,4217832.0,4217832.0,4453.0,1.6233349030663982,0.4076292755308525,-0.2554174666873368,0.3279349538622128,1.0092211909581374,1.4196739229496833,-0.0433314188887398,-1.2740522671818706,1.442449131928385,-1.8440032779278983,1,307911.8522965027,311394.298033778,235633.8958336337,305540.5240397224,301946.4629376164,403475.81089223607,357367.77324798284,169521.184927938,394388.20466077223,236750.2849460384,88404.34352408398
2022-04-11,29692.0,125983.0,122634.0,111865.0,75318.0,152596.0,111659.0,144677.0,160507.0,61424.0,10.0,990.4688615720166,35.94167099278443,98651.0,0.0,3707513.0,3707513.0,3743.0,-1.60749391979879,0.3380067256687397,0.2525155825021661,-0.0036928473144694,-0.6989043228414156,0.8137530432951552,-0.0523999117000079,0.5934172876332213,0.9757430440913976,-1.0364988067323593,1,214439.1113779016,312819.57882026676,264014.33750018023,295189.3144238334,256485.87776256984,394681.4865353416,326079.6639487897,246389.7109567628,397139.92279646336,203474.17096762304,89715.26424957134
2022-04-18,196830.0,144123.0,109930.0,132428.0,151886.0,120424.0,184134.0,196422.0,57384.0,161706.0,10.0,959.4504803433656,35.767534539408416,63893.0,0.0,4060524.0,4060524.0,4232.0,1.7229875113121953,0.6856403767831701,0.023482379658997,0.4071308454137743,0.7747107024603114,0.1928756811189765,1.361017328077741,1.5728639946462657,-0.9780641209316876,0.9260848286722856,1,325493.46682674094,331814.74729216006,268338.6025001081,309541.5886543,305777.52665754186,357232.891921205,379781.7983692738,344255.8265740577,295667.953677878,283790.5025805738,98913.44305033814
2022-04-25,57065.0,169661.0,26801.0,43624.0,135033.0,35048.0,95713.0,163273.0,101929.0,155870.0,0.0,996.0910778771632,35.48012994148332,116418.0,0.0,3149444.0,3149444.0,3161.0,-1.0620448405122065,1.175048766097411,-1.475203161835792,-1.3670649046732248,0.4503606603877745,-1.4547690308402872,-0.3633809576537297,0.9454086097631772,-0.1340977878541653,0.8118705320266112,1,252361.08009604455,368749.848375296,187804.16150006486,229348.95319258,318499.5159945251,249387.73515272298,323582.0790215642,369826.4959444346,279329.77220672683,326144.30154834426,103002.9728761609
2022-05-02,119299.0,63484.0,123150.0,43321.0,96077.0,186183.0,95418.0,49426.0,147959.0,42420.0,15.0,1056.4683750372585,35.083648205225686,175074.0,0.0,3922288.0,3922288.0,3712.0,0.1780632221890408,-0.859719600737037,0.2618182535244485,-1.3731184755965655,-0.2993800527777003,1.4619380477527988,-0.3691340875017385,-1.2095255723474427,0.7380039140553273,-1.408419384774579,1,270715.64805762673,284733.9090251776,235832.4969000389,180930.371915548,287176.70959671505,335815.6410916338,289567.2474129385,271321.8975666608,315556.8633240361,238106.58092900654,106341.8404564315
2022-05-09,183678.0,102989.0,199208.0,161560.0,110474.0,188976.0,148232.0,37778.0,96153.0,140575.0,20.0,998.0249238577526,34.58387092714925,153065.0,0.0,4362966.0,4362966.0,4371.0,1.4609137053436445,-0.1026486312069612,1.6330247508359843,0.9891527204592054,-0.0222977792526119,1.5158392808921146,0.6608516745075341,-1.4300028212272948,-0.2435320574659235,0.5125374841863802,1,346107.388834576,273829.3454151065,340707.4981400233,270118.2231493288,282780.025758029,390465.38465498027,321972.3484477631,200571.13853999646,285487.1179944216,283438.9485574039,113956.4562428146
2022-05-16,31534.0,56212.0,174697.0,42574.0,153515.0,74912.0,185904.0,196313.0,95388.0,49300.0,0.0,987.8814218039228,33.98808598536881,180351.0,0.0,3590253.0,3590253.0,3634.0,-1.570789239857027,-0.9990796840283348,1.191129848845358,-1.3880426256947032,0.8060621662077844,-0.6854461673008371,1.3955361071657937,1.570800806105065,-0.2580260353490597,-1.27377333252608,1,239198.4333007456,220509.6072490639,379121.49888401397,204644.93388959728,323183.01545481745,309191.23079298815,379087.4090686579,316655.6831239979,266680.270796653,219363.36913444236,113194.42620818964
2022-05-23,60397.0,63525.0,195333.0,156312.0,93319.0,54008.0,183038.0,62229.0,51401.0,109881.0,0.0,1015.5297059114138,33.304981265926365,241083.0,0.0,3261418.0,3261418.0,3211.0,-0.9956496214210256,-0.8589338796953782,1.563164576007798,0.8843040729156649,-0.3524600632230844,-1.0888659229557804,1.3396429880322571,-0.9671860962649612,-1.0914202904412356,-0.0881639587955124,1,203916.05998044735,195830.76434943834,422805.89933040837,279098.9603337584,287228.80927289044,239522.7384757929,410490.4454411947,252222.40987439873,211409.1624779918,241499.0214806654,107310.85313500324
2022-05-30,111387.0,198274.0,21542.0,194293.0,145885.0,151132.0,164059.0,106652.0,139503.0,30749.0,15.0,972.143208283096,32.54451797384925,88635.0,0.0,3675974.0,3675974.0,3781.0,0.0204044666519988,1.7233862335360657,-1.570014686847775,1.643118189217344,0.6592164520314683,0.7854997653445793,0.9695119663869745,-0.1263326598819202,0.5777933559117976,-1.6368284074187984,1,233736.63598826842,315772.458609663,275225.539598245,361752.376200255,318222.28556373424,294845.6430854757,410353.2672647168,257985.44592463924,266348.49748679507,175648.41288839924,102216.89854077742
2022-06-06,21016.0,183707.0,41677.0,161550.0,129777.0,103559.0,188383.0,148267.0,147834.0,124131.0,15.0,1033.73657237584,31.717785376350147,237187.0,0.0,3367935.0,3367935.0,3258.0,-1.7803765491010368,1.4442252966130278,-1.2070122042244114,0.9889529326399532,0.3492045563627787,-0.1325966772392621,1.4438819000241452,0.6613700111461565,0.7356356170155991,0.1907177627947648,1,161257.98159296103,373170.4751657978,206812.323758947,378601.425720153,320710.37133824057,280466.3858512854,434594.96035883005,303058.2675547835,307643.098492077,229520.04773303954,92238.84245891236
2022-06-13,75591.0,83208.0,197804.0,170334.0,37368.0,75337.0,51575.0,199436.0,54084.0,176193.0,10.0,1019.8085181249644,30.836839096340288,145071.0,0.0,3603579.0,3603579.0,3533.0,-0.6928858282423329,-0.4817302879155912,1.607712832007914,1.1644465530710622,-1.4292837269031715,-0.6772442252728352,-1.2241661957263104,1.6299139970607464,-1.0405871627805106,1.2096047936321694,1,172345.7889557766,307110.2850994787,321891.39425536816,397494.8554320918,229794.22280294434,243616.83151077124,312331.97621529805,381270.9605328701,238669.8590952462,313905.0286398237,83531.93991138227
2022-06-20,43247.0,53828.0,59081.0,138831.0,166400.0,130616.0,83852.0,146503.0,130641.0,148563.0,15.0,1001.5546224819426,29.91452531430047,128518.0,0.0,3427768.0,3427768.0,3422.0,-1.3373897196844569,-1.0447664880116203,-0.8932453699767322,0.5350549860809408,1.0540447385749971,0.3895679002940235,-0.5946957818138384,0.6279804277821405,0.409890568983231,0.6688678134539687,1,146654.47337346594,238094.17105968719,252215.8365532209,377327.91325925506,304276.5336817666,276786.0989064628,271251.18572917883,375265.57631972205,273842.91545714776,336906.01718389423,74730.97903106584
2022-06-27,44300.0,169783.0,113105.0,155504.0,111751.0,33350.0,152079.0,104878.0,125111.0,57487.0,10.0,1006.1726332653436,28.96429344204258,156233.0,0.0,3190869.0,3190869.0,3171.0,-1.3164070769164455,1.177386765294542,0.0807226519375755,0.8681612171200893,0.0022791508919693,-1.4875382015780452,0.735876388152584,-0.15991152659834,0.3051171079456578,-1.1135484444797925,1,132292.68402407956,312639.50263581227,264434.5019319325,381900.747955553,294316.92020905996,199421.65934387766,314829.7114375073,330037.34579183324,289416.74927428865,259630.61031033655,66726.35120038575
2022-07-04,102798.0,23420.0,39065.0,115257.0,47306.0,44354.0,96242.0,77056.0,187523.0,184433.0,0.0,1081.669836422514,28.000000000000004,153651.0,0.0,2978224.0,2978224.0,2902.0,-0.1507445539885033,-1.6275032059326568,-1.2541024691666622,0.0640751809758676,-1.2380186276260774,-1.2751754484577331,-0.3530643281974699,-0.6865356696559671,1.4875983466937623,1.3708669259763018,-1,182173.61041444773,211003.70158148734,197725.7011591595,344397.4487733318,223896.15212543597,164006.99560632659,285139.82686250436,275078.4074750999,361173.0495645732,340211.3661862019,64510.05888049766
2022-07-11,29268.0,116752.0,108092.0,84291.0,190987.0,65186.0,198589.0,178562.0,158299.0,41223.0,5.0,1037.6924884107148,27.035706557957425,122805.0,0.0,3138500.0,3138500.0,3024.0,-1.615942771207752,0.161104507728425,-0.0096538787498304,-0.554587780120412,1.5272420615701592,-0.8731451982757691,1.6429206906301708,1.2348039272532234,0.9339094451816397,-1.4318454493881625,1,138572.16624866863,243354.2209488924,226727.4206954957,290929.4692639991,325324.6912752616,163590.19736379595,369672.8961175026,343609.0444850599,375002.82973874395,245349.81971172115,61547.02750002524
2022-07-18,106807.0,151373.0,74693.0,147600.0,57219.0,48145.0,49257.0,39975.0,182982.0,92930.0,20.0,1087.9810652464537,26.08547468569953,240026.0,0.0,3384624.0,3384624.0,3110.0,-0.0708590697938621,0.8245788536618703,-0.6117854862560493,0.7102489247831716,-1.047234674201461,-1.2020141255679568,-1.2693721448371047,-1.3884172687041976,1.4015628518345182,-0.419905998281603,1,189950.29974920116,297385.5325693354,210729.4524172974,322157.68155839946,252413.81476515695,146299.11841827756,271060.7376705016,246140.42669103594,407983.6978432464,240139.8918270327,63415.39565097806
2022-07-25,32185.0,196308.0,46962.0,70428.0,80279.0,185092.0,193279.0,177795.0,56041.0,165128.0,0.0,1021.281207731698,25.163160903659715,209136.0,0.0,2876660.0,2876660.0,2902.0,-1.5578170646984555,1.6857099513921312,-1.111731939974872,-0.8315536339496997,-0.6034257398756614,1.44088318009974,1.5393643533660128,1.220285894123858,-1.0035091043265267,0.9930555831482104,-1,146155.17984952067,374739.31954160123,173399.67145037843,263722.60893503967,231727.28885909417,272871.47105096653,355915.4426023009,325479.2560146216,300831.21870594786,309211.93509621965,63147.86957858689
2022-08-01,190171.0,135294.0,48295.0,151374.0,73028.0,106123.0,164353.0,174351.0,108920.0,48380.0,15.0,941.1323422931724,24.282214623649857,172813.0,0.0,3509415.0,3509415.0,3728.0,1.590296705811543,0.5164420578366814,-1.0877000398339758,0.7856488477689417,-0.7429772829284096,-0.083114843451505,0.9752455940999052,1.1550967075560172,-0.0016436710162495,-1.291778327884891,1,277864.1079097124,360137.5917249607,152334.80287022705,309607.56536102376,212064.3733154565,269845.8826305799,377902.26556138054,369638.5536087729,289418.73122356867,233907.16105773178,72663.35105785562
2022-08-08,159643.0,144019.0,33807.0,151127.0,124263.0,40581.0,81246.0,162633.0,85681.0,46035.0,20.0,989.5130518854464,23.45548202615075,129063.0,0.0,3697681.0,3697681.0,3736.0,0.9819794043662932,0.683647328287255,-1.3488959657464312,0.7807140886334131,0.2430830271402089,-1.3479893949792652,-0.6455183458270956,0.9332944752093392,-0.4419385102661887,-1.3376714954027296,1,326361.4647458275,360101.55503497645,125207.88172213623,336891.5392166142,251501.6239892739,202488.52957834792,307987.35933682835,384416.13216526376,259332.2387341412,186379.29663463906,87365.95451190746
2022-08-15,58044.0,85726.0,193420.0,131317.0,20126.0,108929.0,21435.0,108397.0,101571.0,50620.0,5.0,931.9918050180772,22.69501873407364,52454.0,0.0,3400186.0,3400186.0,3648.0,-1.042536761433495,-0.4334755176010303,1.5286761851829411,0.3849344186948579,-1.761120398440268,-0.0289627273795679,-1.811960546977105,-0.0933027148874712,-0.1408805905759467,-1.2479400783156125,1,253860.8788474965,301786.93302098586,268544.72903328174,333451.9235299685,171026.97439356433,230422.11774700874,206227.415602097,339046.6792991583,257170.3432404847,162447.57798078342,96423.41702158457
2022-08-22,71214.0,161564.0,177504.0,159789.0,72329.0,43051.0,111357.0,53142.0,147556.0,170949.0,5.0,1021.1321213866768,22.011914014631195,70878.0,0.0,3464530.0,3464530.0,3392.0,-0.7801042778107901,1.0198784423337095,1.2417356580692858,0.9537702976696456,-0.7564301209636972,-1.3003216377812308,-0.0582895564935626,-1.1391878785942209,0.7303685243992437,1.1069763200869476,1,223530.5273084979,342636.1598125915,338630.83741996903,359860.1541179811,174945.1846361386,181304.27064820525,235093.4493612582,256570.00757949497,301858.20594429085,268417.54678847006,99800.52942223015
2022-08-29,134752.0,135668.0,191334.0,147449.0,47632.0,71474.0,177732.0,46916.0,46160.0,137360.0,10.0,1029.816167893816,21.416129072850755,232170.0,0.0,3692261.0,3692261.0,3585.0,0.4859879882802831,0.5236093668508378,1.4910688755851098,0.7072321287124638,-1.2317444857097628,-0.751795053635591,1.2361646593084117,-1.2570356938007765,-1.1907182487229573,0.4496178536661879,1,268870.31638509873,341249.6958875549,394512.5024519814,363365.09247078863,152599.11078168318,180256.56238892314,318788.0696167549,200858.00454769697,227274.9235665745,298410.52807308204,103095.63099293971
2022-09-05,68984.0,26102.0,188152.0,48699.0,129945.0,111748.0,156156.0,84324.0,37633.0,73352.0,20.0,964.5633601616288,20.91635179477432,243226.0,0.0,3808173.0,3808173.0,3948.0,-0.8245404538532071,-1.5761055514514604,1.4337024042810351,-1.265672586402747,0.3524378564914315,0.0254402716249902,0.8153865928655731,-0.5489645291289441,-1.3522739995850526,-0.8030601277759504,1,230306.18983105922,230851.81753253294,424859.50147118885,266718.05548247317,221504.4664690099,219901.93743335386,347428.8417700529,204838.80272861818,173997.9541399447,252398.31684384923,101908.64984510619
2022-09-12,60774.0,138015.0,152396.0,93686.0,75176.0,145995.0,164579.0,196037.0,37014.0,181983.0,10.0,973.774544814126,20.519870058516684,194063.0,0.0,3494525.0,3494525.0,3588.0,-0.9881373172201324,0.568587105503846,0.7890777820470652,-0.3668871239329952,-0.7016372312834912,0.6863624095849427,0.9796530766275322,1.5655765855787225,-1.3640018065257862,1.3229188405099033,1,198957.71389863553,276526.09051951976,407311.7008827133,253716.83328948388,208078.67988140593,277936.1624600123,373036.3050620317,318940.28163717093,141412.7724839668,333421.99010630953,96979.8303920019
2022-09-19,22568.0,46641.0,111267.0,87661.0,195399.0,89626.0,103807.0,145932.0,100532.0,183856.0,0.0,1005.9500358494088,20.232465460591584,118344.0,0.0,3065483.0,3065483.0,3047.0,-1.7494505646984218,-1.1824976374360645,0.047586393528748,-0.4872592850324296,1.6121546816154944,-0.4014852849478502,-0.2055306763324313,0.6171723483598881,-0.160565875570167,1.3595746625827867,1,141942.6283391813,212556.65431171184,355654.020529628,239891.09997369032,320246.20792884356,256387.69747600736,327628.783037219,337296.16898230254,185379.6634903801,383909.1940637857,87046.7615012039
2022-09-26,140151.0,185656.0,186981.0,64247.0,154869.0,26960.0,196611.0,155720.0,69104.0,23191.0,20.0,952.0758374694312,20.05832900721557,154946.0,0.0,3845573.0,3845573.0,4039.0,0.5935713579901529,1.4815757919835917,1.4125911101587625,-0.955042485029468,0.8321210255779983,-1.6108568123049438,1.604345467445895,0.8024428936926483,-0.7560125904867765,-1.7847433584208556,1,225316.57700350878,313189.9925870271,400373.4123177768,208181.65998421417,347016.72475730616,180792.6184856044,393188.2698223314,358097.70138938155,180331.79809422806,253536.5164382714,83448.5813264114
2022-10-03,153767.0,183817.0,39870.0,167820.0,198954.0,186844.0,135953.0,186205.0,192693.0,184232.0,0.0,949.0736092302986,20.0,86593.0,0.0,3927933.0,3927933.0,4138.0,0.8648910768213414,1.446333328676015,-1.2395895812346134,1.1142198953110658,1.6805736218378802,1.4746944799422324,0.4213849578848231,1.3794731934953857,1.5855511122569184,1.3669332259033442,1,288956.94620210526,371730.99555221625,280094.0473906661,292728.9959905285,407164.0348543837,295319.5710913626,371865.9618933988,401063.6208336289,300892.0788565368,336353.90986296284,87436.76699760999
2022-10-10,144375.0,174165.0,185650.0,125113.0,164790.0,172592.0,158563.0,116059.0,97231.0,110536.0,10.0,1049.5452819216448,20.05832900721557,86304.0,0.0,4174453.0,4174453.0,3977.0,0.6777410474983007,1.261363097112813,1.3885952668822938,0.2609860556308096,1.0230589456754076,1.1996495910408616,0.8623282319983091,0.0517261897242582,-0.2231078637953079,-0.0753451849259242,1,317749.16772126313,397203.5973313297,353706.42843439966,300750.3975943171,409088.42091263016,349783.7426548175,381682.57713603927,356697.17250017734,277766.2473139221,312348.34591777774,96480.3247118654
2022-10-17,199262.0,123746.0,46790.0,24621.0,54560.0,56408.0,143797.0,118317.0,88388.0,124576.0,20.0,1004.5884247265589,20.232465460591584,211458.0,0.0,4057414.0,4057414.0,4038.0,1.7714488476956745,0.2951370190787187,-1.1148328303156327,-1.7467216975981297,-1.0984093470710317,-1.0425490738564758,0.5743597054366225,0.0944663706970179,-0.3906506695738359,0.1994267007672331,1,389911.5006327579,362068.15839879785,259013.8570606398,205071.23855659025,300013.0525475781,266278.24559289054,372806.54628162354,332335.30350010644,255047.74838835324,311985.00755066663,112127.4883432728
2022-10-24,156330.0,56631.0,138874.0,166106.0,96589.0,114006.0,83888.0,55046.0,36014.0,23631.0,10.0,977.6756256917618,20.51987005851668,236292.0,0.0,3765235.0,3765235.0,3851.0,0.915962789465608,-0.991049998261138,0.5452973216530687,1.0799762630912433,-0.2895261857189488,0.069016707152586,-0.5939937049510305,-1.1031483282965526,-1.3829481828436114,-1.776132273684033,1,390276.9003796547,273871.89503927866,294282.3142363839,289148.7431339541,276596.83152854687,273772.9473557343,307571.9277689741,254447.18210006386,189042.64903301193,210822.00453039998,127546.95729672391
